"SeqNum","MOSTYP","MOSHOO","MOPLHO","MSKB1","MHHUUR","MSKB2","MAUT2","MGEMOM","MINKGE","MAANTH","MSKC","MGODPR","MFWEKI","MGODRK","MSKA","MAUT1","MFALLE","MRELGE","MGEMLE","MAUT0","PPERSA","PWAPAR","PAANHA","AMOTSC","APERSA","AWAPAR","Resp"
1312,2,8,2,2,4,4,0,3,0,0,8,0,0,2,7,2,5,4,0,1,6,0,0,0,0,0,0
1313,5,9,1,1,4,3,0,3,0,0,3,4,0,0,5,4,2,2,0,5,6,0,0,0,0,0,0
1314,20,4,1,1,4,5,0,6,1,0,3,9,2,2,8,1,0,6,0,4,6,0,0,0,0,0,0
1315,37,7,0,0,2,0,0,0,0,0,7,3,0,5,6,3,9,0,0,1,0,0,0,0,0,0,0
1316,12,2,2,1,8,1,6,2,2,0,1,8,1,3,5,4,1,1,3,8,0,0,0,0,0,0,1
1317,19,3,0,0,2,6,2,6,0,0,1,9,3,2,5,4,1,4,0,7,0,0,0,0,0,0,0
1318,21,4,1,1,3,6,4,4,1,0,2,8,1,1,4,5,1,3,1,8,6,0,0,0,0,0,0
1319,3,9,0,0,4,5,0,3,1,1,5,9,3,0,6,3,5,4,0,3,0,0,0,0,0,0,0
1320,23,4,0,0,0,9,0,3,0,0,6,9,0,0,9,0,2,0,0,7,6,0,0,0,0,0,1
1321,19,3,1,1,3,6,3,4,1,0,2,8,0,1,4,5,1,4,1,7,0,0,0,0,0,0,0
1322,3,9,1,1,2,7,2,2,1,1,5,5,4,1,7,2,4,2,1,3,0,0,0,0,0,0,0
1323,8,10,2,1,4,3,2,5,0,0,4,2,1,3,6,3,5,2,0,4,0,0,0,0,0,0,0
1324,8,10,1,0,1,5,1,1,0,0,2,0,0,2,9,0,7,2,0,4,0,0,0,0,0,0,0
1325,20,4,3,0,0,7,0,6,0,0,3,5,0,0,7,2,0,7,0,4,6,0,0,0,0,0,0
1326,22,4,0,2,2,5,3,4,2,0,5,2,2,2,5,4,2,4,0,6,0,0,0,0,0,0,0
1327,2,8,3,1,5,2,1,4,1,0,4,6,1,2,7,2,5,3,0,1,0,0,0,0,0,0,0
1328,3,9,0,0,4,5,0,0,0,0,9,0,0,2,9,0,3,4,0,3,6,0,0,0,0,0,0
1329,14,2,2,1,4,5,0,9,2,0,5,9,1,3,5,4,3,2,1,6,6,0,0,0,0,0,1
1330,3,9,2,2,4,3,0,4,0,0,6,2,0,0,9,0,3,6,0,3,6,0,0,0,0,0,0
1331,2,8,2,1,3,4,3,1,0,0,5,7,0,2,8,1,2,5,0,1,6,0,0,0,0,0,0
1332,41,8,0,1,2,4,0,2,0,1,5,4,2,3,8,1,6,1,0,1,5,0,0,0,0,0,0
1333,35,6,3,1,4,5,0,3,0,0,6,0,0,2,7,2,6,3,0,2,0,0,0,0,0,0,0
1334,14,2,0,0,6,1,4,4,1,0,1,6,0,0,4,5,5,3,0,6,0,0,0,0,0,0,0
1335,3,9,1,2,3,6,0,6,0,5,0,9,1,2,6,3,0,7,0,3,0,0,0,0,0,0,0
1336,5,9,1,1,4,3,1,2,0,0,3,7,2,1,5,4,2,5,0,5,0,0,0,0,0,0,0
1337,41,8,0,0,2,2,1,1,0,0,6,0,0,4,9,0,6,3,0,2,6,0,0,0,0,0,0
1338,1,8,1,1,3,3,0,3,0,0,5,0,0,3,7,2,5,4,0,1,6,0,0,0,0,0,0
1339,11,1,1,0,3,5,0,2,0,3,3,6,2,3,7,2,5,4,0,4,0,0,0,0,0,0,0
1340,8,10,2,1,2,4,1,2,0,0,5,1,1,5,8,1,5,4,0,4,6,0,0,0,0,0,0
1341,1,8,1,0,4,3,0,1,0,0,8,0,0,1,9,0,7,1,0,1,0,0,0,0,0,0,1
1342,19,3,2,1,5,4,1,1,1,1,5,7,3,2,7,2,3,3,1,7,6,0,0,0,0,0,0
1343,3,9,0,2,5,4,0,3,0,0,5,9,4,2,6,3,2,5,0,3,0,0,0,0,0,0,0
1344,11,1,1,0,3,5,0,2,0,3,3,6,2,3,7,2,5,4,0,4,0,0,0,0,0,0,0
1345,20,4,0,0,3,6,1,5,0,1,5,0,0,4,5,4,5,4,0,4,6,0,0,0,0,0,0
1346,3,9,0,0,3,6,1,2,0,0,6,4,1,2,7,2,2,4,0,3,0,0,0,0,0,0,0
1347,3,9,2,0,2,7,0,2,0,2,4,9,0,2,9,0,3,6,0,3,5,0,0,0,0,0,0
1348,14,2,1,1,5,4,4,0,1,1,0,9,1,3,7,2,3,4,0,6,0,0,0,0,0,0,0
1349,16,2,0,0,3,6,4,2,0,0,4,9,5,0,5,4,0,3,0,3,0,0,0,0,0,0,0
1350,1,8,0,1,2,6,0,3,0,2,4,2,0,3,9,0,7,2,0,1,0,3,0,0,1,0,0
1351,12,2,0,2,4,5,1,6,0,0,4,1,0,0,6,3,2,2,0,8,6,0,0,0,0,0,1
1352,35,6,0,0,0,4,3,3,0,0,3,0,2,5,9,0,9,0,0,2,0,0,0,0,0,0,0
1353,21,4,1,1,2,7,3,5,0,0,2,8,0,0,5,4,2,4,0,8,6,0,0,0,0,0,0
1355,9,10,1,1,1,3,0,4,1,1,4,8,1,4,7,2,2,6,0,5,6,0,0,0,0,0,0
1356,9,10,1,0,3,5,0,2,0,3,3,6,2,3,7,2,5,4,0,5,5,0,0,0,0,0,0
1357,11,1,0,1,3,5,1,4,1,3,4,7,4,0,6,3,3,4,0,4,6,0,0,0,0,0,0
1358,9,10,1,2,5,3,0,3,0,0,6,3,0,3,5,4,2,2,0,5,0,3,0,0,1,0,0
1359,19,3,1,1,2,7,4,4,1,0,2,8,0,1,6,3,1,3,1,7,5,0,0,0,0,0,0
1360,41,8,2,1,5,4,0,2,0,0,2,4,1,3,7,2,0,7,0,2,0,0,0,0,0,0,0
1361,3,9,2,0,6,3,0,2,0,0,7,0,2,0,9,0,6,3,0,3,0,0,0,0,0,0,0
1362,3,9,1,0,4,4,0,4,0,0,4,9,1,2,6,3,0,5,0,3,6,0,0,0,0,0,0
1363,6,9,0,0,4,5,0,0,0,0,9,0,0,2,9,0,3,4,0,3,0,0,0,0,0,0,0
1364,19,3,1,1,4,5,2,5,2,0,3,3,1,2,6,3,3,4,0,7,0,0,0,0,0,0,0
1365,3,9,2,1,2,7,0,3,0,0,6,6,3,0,9,0,2,5,0,3,0,0,0,0,0,0,1
1366,6,9,2,0,4,3,1,5,0,0,4,7,3,2,5,4,2,5,0,3,0,0,0,0,0,0,0
1367,5,9,2,1,4,4,1,2,1,1,5,7,4,2,7,2,3,3,1,5,0,0,0,0,0,0,0
1368,27,5,1,2,2,0,5,4,0,0,1,0,0,4,4,5,4,4,0,1,6,0,0,0,0,0,0
1369,3,9,0,0,2,7,0,3,0,0,5,9,3,0,3,6,0,5,0,3,0,0,0,0,0,0,0
1370,19,3,0,0,3,6,2,5,0,0,4,6,2,0,6,3,2,0,0,7,0,0,0,0,0,0,1
1371,2,8,0,0,5,4,2,4,2,0,4,7,2,0,2,7,0,5,0,1,0,0,0,0,0,0,0
1372,4,9,0,2,4,5,0,2,2,0,5,7,4,0,9,0,0,5,0,6,6,0,0,0,0,0,0
1373,4,9,1,1,0,9,0,3,0,0,4,9,2,1,5,4,0,6,0,6,6,0,0,0,0,0,0
1374,34,6,2,2,4,2,2,4,1,0,2,2,1,3,8,1,4,3,0,3,6,0,0,0,0,0,0
1375,17,3,1,1,3,4,3,4,1,0,2,6,2,2,6,3,2,3,1,8,0,0,0,0,0,0,0
1376,1,8,0,1,2,6,0,3,0,2,4,2,0,3,9,0,7,2,0,1,0,3,0,0,1,0,0
1377,19,3,2,0,2,6,4,3,1,0,3,7,3,1,4,5,1,1,0,7,6,0,0,0,0,0,0
1378,24,4,2,1,4,3,2,6,0,0,3,2,1,1,8,1,0,5,0,6,5,0,0,0,0,0,0
1379,21,4,1,1,3,6,4,3,0,0,0,9,2,1,5,4,0,3,2,7,5,0,0,0,0,0,0
1380,8,10,2,2,2,4,2,2,0,0,3,7,2,3,6,3,2,4,2,4,6,0,0,0,0,0,0
1381,8,10,1,1,2,6,1,3,0,0,5,2,2,2,9,0,4,4,0,4,0,0,0,0,0,0,0
1382,8,10,2,1,4,3,1,1,0,0,8,6,1,1,8,1,0,7,0,4,6,0,0,0,0,0,0
1383,22,4,1,1,4,2,0,4,1,2,3,7,1,4,7,2,5,3,0,6,5,0,0,0,0,0,0
1384,40,8,2,0,4,3,0,3,0,0,4,0,3,3,9,0,1,8,0,3,0,0,0,0,0,0,0
1385,34,6,1,3,3,2,2,4,0,0,5,1,0,3,8,1,6,3,1,3,6,0,0,0,0,0,0
1386,41,8,1,1,3,3,0,1,0,1,5,2,1,3,8,1,5,2,0,2,0,0,0,0,0,0,0
1387,6,9,1,1,4,4,1,2,0,1,6,4,2,3,6,3,2,5,0,3,0,0,0,0,0,0,1
1388,19,3,2,2,6,3,2,7,0,0,0,9,2,0,7,2,0,6,0,7,6,0,0,0,0,0,1
1389,35,6,2,1,3,5,0,4,0,0,3,5,1,3,7,2,2,5,0,2,0,0,0,0,0,0,0
1390,19,3,2,0,2,6,4,3,1,0,3,7,3,1,4,5,1,1,0,7,0,0,0,0,0,0,0
1391,4,9,2,1,3,4,3,1,0,0,5,7,0,2,8,1,2,5,0,6,0,0,0,0,0,0,0
1392,21,4,2,1,0,9,0,9,0,0,9,4,1,1,8,1,1,6,0,8,5,0,0,0,0,0,0
1393,19,3,2,1,5,4,4,3,0,0,1,9,0,0,4,5,2,2,0,7,6,0,0,0,0,0,0
1394,33,6,3,1,5,1,2,4,1,0,3,0,0,4,5,4,6,3,0,2,6,0,0,0,0,0,1
1395,9,10,0,1,0,9,0,4,0,0,5,7,2,2,6,3,0,4,0,5,5,0,0,0,0,0,0
1397,33,6,1,2,5,1,2,6,0,0,2,0,1,3,5,4,3,2,0,2,0,0,0,0,0,0,0
1398,3,9,1,2,4,4,1,3,1,1,4,4,2,2,8,1,4,4,1,3,0,0,0,0,0,0,0
1399,22,4,4,0,2,3,2,3,0,0,0,9,2,4,5,4,3,5,0,6,0,0,0,0,0,0,0
1400,3,9,2,1,3,6,0,0,0,0,9,6,1,2,7,2,0,4,0,3,6,0,0,0,0,0,0
1401,3,9,2,0,3,4,0,4,0,0,7,1,0,4,9,0,0,0,0,3,5,0,0,0,0,0,0
1402,19,3,0,0,5,4,2,4,0,3,2,7,1,0,5,4,2,4,0,7,0,0,0,0,0,0,0
1403,21,4,1,1,3,6,4,4,1,0,2,8,1,1,4,5,1,3,1,8,0,0,0,0,0,0,0
1404,23,4,0,2,2,5,0,8,0,0,1,9,2,0,7,2,0,5,0,7,6,0,0,0,0,0,1
1405,8,10,3,1,2,7,0,3,0,0,7,0,0,2,7,2,6,3,0,4,5,0,0,0,0,0,0
1406,4,9,1,1,0,9,0,3,0,0,4,9,2,1,5,4,0,6,0,6,5,0,0,0,0,0,0
1407,24,4,2,2,6,3,2,7,0,0,0,9,2,0,7,2,0,6,0,6,6,0,0,0,0,0,0
1408,3,9,2,1,4,4,1,2,1,1,5,7,4,2,7,2,3,3,1,3,0,0,0,0,0,0,0
1409,4,9,0,0,5,4,3,4,0,0,4,7,4,0,5,4,0,2,3,6,0,0,0,0,0,0,0
1410,8,10,0,0,2,6,1,4,0,2,5,5,2,3,7,2,5,3,0,4,0,0,0,0,0,0,0
1411,35,6,0,0,0,4,3,3,0,0,3,0,2,5,9,0,9,0,0,2,5,0,0,0,0,0,0
1412,41,8,2,2,7,1,2,3,1,0,4,2,2,1,5,4,3,2,0,2,6,0,0,0,0,0,1
1413,33,6,2,1,2,6,0,3,0,0,4,5,1,3,7,2,3,5,0,2,0,0,0,0,0,0,0
1414,9,10,0,0,3,6,0,4,0,0,5,6,0,0,9,0,6,0,0,5,5,0,2,1,0,0,0
1415,10,1,0,0,3,5,0,6,0,3,0,7,6,0,3,6,0,2,0,3,6,0,0,0,0,0,0
1416,3,9,1,2,5,4,2,3,0,0,4,6,4,1,6,4,1,5,2,3,0,0,0,0,0,0,0
1417,32,6,2,0,0,2,5,3,2,0,2,0,2,2,6,3,3,1,0,1,6,0,0,0,0,0,0
1418,14,2,0,0,5,3,3,4,0,2,1,3,3,3,4,5,3,2,0,6,0,0,0,0,0,0,0
1420,3,9,1,2,3,5,0,1,0,0,8,4,4,0,9,0,3,2,0,3,6,0,0,1,0,0,0
1421,1,8,0,0,2,3,0,0,0,0,6,2,2,6,9,0,5,4,0,1,5,0,0,0,0,0,0
1422,9,10,1,1,1,8,0,1,0,0,5,1,1,2,9,0,2,6,0,5,6,0,0,0,0,0,0
1423,31,6,1,3,6,1,1,5,0,0,4,0,2,1,8,1,4,3,0,2,5,0,0,0,0,0,0
1424,17,3,2,0,5,4,4,4,3,0,2,9,4,0,3,6,1,3,2,8,6,0,0,0,0,0,0
1425,5,9,1,2,3,4,1,3,1,0,6,4,2,2,7,2,2,4,0,5,6,0,0,0,0,0,0
1426,41,8,0,0,2,2,1,1,0,0,6,0,0,4,9,0,6,3,0,2,0,0,0,0,0,0,0
1427,12,2,0,2,7,2,5,4,2,0,0,9,3,0,2,7,0,0,2,8,0,0,0,0,0,0,0
1428,1,8,0,0,2,2,1,2,0,0,6,0,0,4,9,0,6,3,0,1,0,0,0,0,0,0,0
1429,6,9,0,0,3,6,2,5,0,2,3,6,2,0,6,3,2,4,0,3,0,4,0,0,1,0,0
1430,36,7,2,1,4,2,0,3,0,0,6,0,0,3,7,2,4,4,0,1,6,0,0,0,0,0,0
1431,9,10,1,1,2,6,1,3,0,0,6,3,2,2,9,0,2,7,0,5,6,0,0,0,0,0,0
1432,36,7,1,2,3,2,2,5,0,0,3,1,0,4,8,1,6,2,1,1,0,0,6,0,0,0,0
1433,34,6,1,2,4,3,2,5,0,0,3,0,1,3,5,4,4,3,0,3,6,0,0,0,0,0,0
1434,9,10,1,2,4,1,2,3,2,1,3,2,0,4,7,2,6,2,0,5,7,0,0,0,0,0,0
1435,11,1,1,1,2,7,0,2,0,4,4,8,1,1,8,1,2,3,0,4,6,0,0,0,0,0,0
1436,38,7,0,0,2,4,1,3,0,3,4,6,2,2,5,4,5,0,0,1,6,0,0,0,0,0,0
1437,40,8,1,1,3,4,0,5,1,1,3,5,2,4,7,2,6,3,0,3,5,0,0,0,0,0,0
1438,8,10,2,2,2,4,2,2,0,0,3,7,2,3,6,3,2,4,2,4,0,0,0,0,0,0,0
1439,21,4,1,1,3,6,4,3,0,0,0,9,2,1,5,4,0,3,2,7,6,0,0,0,0,0,0
1440,11,1,0,1,3,5,1,4,1,3,4,7,4,0,6,3,3,4,0,4,5,0,0,0,0,0,0
1441,14,2,1,2,0,0,0,0,0,1,5,9,2,0,4,5,3,0,0,6,6,0,0,0,0,0,0
1442,5,9,1,0,4,5,1,2,0,2,4,7,1,2,7,2,1,4,0,5,6,0,0,0,0,0,0
1443,19,3,0,0,2,6,3,4,0,1,1,7,3,0,4,5,2,2,0,8,0,0,0,0,0,0,0
1444,19,3,2,2,6,3,2,7,0,0,0,9,2,0,7,2,0,6,0,7,6,0,0,0,0,0,0
1445,35,6,1,2,4,2,0,8,0,0,2,7,2,2,8,1,4,5,0,2,6,0,0,0,0,0,0
1446,24,4,4,0,0,5,4,0,0,0,3,0,0,2,6,3,6,0,0,6,5,0,0,0,0,0,0
1447,34,6,1,2,3,1,1,4,0,0,5,2,0,3,7,2,4,3,0,3,0,0,0,0,0,0,0
1448,14,2,1,1,7,2,4,3,0,0,1,9,0,0,4,5,3,3,0,6,6,0,0,0,0,0,0
1449,35,6,1,2,4,2,0,8,0,0,2,7,2,2,8,1,4,5,0,2,0,0,0,0,0,0,0
1450,19,3,1,1,3,5,4,4,2,0,3,7,2,2,3,6,1,2,2,8,6,0,0,0,0,0,0
1451,11,1,1,0,3,5,0,2,0,3,3,6,2,3,7,2,5,4,0,4,6,0,0,0,0,0,0
1452,19,3,0,2,0,9,0,4,0,0,5,4,1,0,6,3,1,2,0,7,6,0,0,0,0,0,0
1453,3,9,0,0,2,5,0,4,0,0,5,0,0,4,6,3,5,4,0,3,6,0,0,0,0,0,0
1454,18,3,2,2,6,3,2,7,0,0,0,9,2,0,7,2,0,6,0,6,0,0,1,0,0,0,0
1455,19,3,2,2,6,3,2,7,0,0,0,9,2,0,7,2,0,6,0,7,0,0,0,0,0,0,0
1456,20,4,1,1,2,7,1,2,0,0,6,1,1,3,7,2,2,6,0,4,6,0,1,0,0,0,0
1457,41,8,0,0,2,3,0,3,0,2,5,9,2,4,7,2,5,0,0,1,0,3,0,0,1,0,0
1458,21,4,0,1,0,8,2,6,1,0,2,5,2,2,5,4,2,3,1,8,6,0,0,0,0,0,0
1459,11,1,1,1,2,7,0,2,0,4,4,8,1,1,8,1,2,3,0,4,6,0,0,0,0,0,0
1460,21,4,1,0,3,6,4,5,0,0,2,9,2,0,2,7,0,2,1,8,0,0,0,0,0,0,0
1461,22,4,2,0,3,3,1,6,3,0,2,2,1,4,6,3,4,3,0,7,0,0,0,0,0,0,0
1462,24,4,1,1,3,6,4,4,1,0,2,8,1,1,4,5,1,3,1,6,0,0,0,0,0,0,0
1463,8,10,1,1,2,4,2,3,1,0,3,4,2,4,7,2,3,5,0,4,0,0,0,0,0,0,0
1464,24,4,1,1,3,6,4,4,1,0,2,8,1,1,4,5,1,3,1,6,0,0,0,0,0,0,0
1465,3,9,4,0,1,8,0,4,0,0,4,0,3,2,7,2,0,3,0,3,5,0,0,0,0,0,0
1466,3,9,2,2,4,3,0,4,0,0,6,2,0,0,9,0,3,6,0,3,6,0,0,0,0,0,0
1467,3,9,0,0,9,0,0,0,0,0,4,5,0,0,9,0,5,5,0,3,0,0,0,0,0,0,0
1468,39,7,1,1,5,1,2,4,2,3,3,6,0,4,5,4,1,4,0,1,6,0,0,0,0,0,0
1469,7,9,1,1,0,0,0,0,0,0,0,0,2,1,5,4,5,5,0,4,0,0,0,0,0,0,0
1470,6,9,4,0,3,4,0,5,0,0,2,7,0,3,7,2,1,3,0,3,6,0,0,0,0,0,0
1471,22,4,4,0,2,3,2,3,0,0,0,9,2,4,5,4,3,5,0,6,6,0,0,0,0,0,0
1472,22,4,4,0,2,3,2,3,0,0,0,9,2,4,5,4,3,5,0,6,6,0,0,0,0,0,0
1473,1,8,2,2,3,6,1,3,0,0,6,1,1,4,8,1,3,5,0,1,0,0,0,0,0,0,0
1474,8,10,1,1,3,4,2,2,1,1,5,5,1,2,7,2,3,5,0,4,0,0,0,0,0,0,0
1475,24,4,2,1,4,3,2,6,0,0,3,2,1,1,8,1,0,5,0,6,0,0,0,0,0,0,0
1476,20,4,1,0,2,7,2,5,0,0,4,0,3,2,6,3,4,3,0,4,0,0,0,0,0,0,0
1477,3,9,2,1,4,4,1,2,1,1,5,7,4,2,7,2,3,3,1,3,6,0,0,0,0,0,0
1478,38,7,3,0,4,2,3,3,2,2,1,3,1,2,6,3,2,4,0,1,5,0,0,0,0,0,0
1479,33,6,4,0,4,2,2,3,0,0,5,7,2,2,7,2,1,5,0,2,0,0,0,0,0,0,0
1480,24,4,2,1,3,6,1,7,0,0,2,2,2,1,6,3,1,5,0,6,6,0,0,0,0,0,1
1481,3,9,2,2,6,2,0,3,0,0,4,5,4,2,3,6,3,6,0,3,0,0,0,0,0,0,0
1482,3,9,0,1,1,5,0,2,0,0,5,3,1,2,8,1,2,6,0,3,6,0,0,0,0,0,0
1484,3,9,1,2,5,4,2,3,0,0,4,6,4,1,6,4,1,5,2,3,0,0,0,0,0,0,0
1485,21,4,2,1,3,6,2,5,0,0,3,8,0,1,5,4,0,5,0,8,0,0,0,0,0,0,0
1486,17,3,3,0,2,6,2,3,0,0,4,4,2,0,7,2,1,2,0,8,0,0,0,0,0,0,0
1487,20,4,2,1,2,7,0,2,0,0,6,3,2,1,9,0,1,3,0,4,0,3,0,0,1,0,0
1488,19,3,0,0,3,6,5,3,0,0,2,9,2,0,2,7,0,5,0,7,0,3,0,0,1,0,0
1489,40,8,2,2,3,5,1,1,0,0,5,8,2,3,6,3,1,7,1,3,6,3,0,0,1,0,0
1490,24,4,1,1,4,5,9,0,0,0,0,0,2,2,8,1,0,4,0,6,6,3,0,0,1,0,1
1491,8,10,1,0,1,5,1,1,0,0,2,0,0,2,9,0,7,2,0,4,0,0,0,0,0,0,0
1493,4,9,0,0,0,7,0,4,0,0,5,7,5,3,6,3,2,3,0,6,0,0,0,0,0,0,0
1494,19,3,1,1,5,4,3,5,1,0,1,7,0,2,5,4,1,2,1,7,6,0,0,0,0,0,0
1495,3,9,0,0,6,3,0,0,0,0,7,0,2,0,9,0,5,4,0,3,0,0,0,0,0,0,0
1496,3,9,1,2,5,4,2,3,0,0,4,6,4,1,6,4,1,5,2,3,0,3,0,0,1,0,0
1497,6,9,1,1,3,5,2,4,1,1,3,5,2,1,4,5,2,2,1,3,5,0,0,0,0,0,0
1498,20,4,2,1,3,5,3,5,1,1,2,3,1,2,6,3,1,3,0,4,6,0,0,0,0,0,0
1499,8,10,0,0,4,5,1,2,0,0,7,5,2,2,7,2,2,5,0,4,6,0,0,0,0,0,0
1500,19,3,0,0,0,9,0,5,0,0,5,9,3,0,2,7,0,9,0,7,6,0,0,0,0,0,0
1501,5,9,0,0,0,7,1,4,0,0,3,2,1,4,8,1,2,4,0,5,0,0,0,0,0,0,0
1504,14,2,0,1,6,2,0,4,0,0,4,9,0,3,6,3,4,4,0,6,0,0,0,0,0,0,0
1505,4,9,2,2,5,3,0,3,0,5,3,4,5,1,7,2,2,5,0,6,0,0,0,0,0,0,0
1506,8,10,3,0,2,7,0,4,0,0,6,6,1,0,9,0,0,9,0,4,5,0,0,0,0,0,0
1507,6,9,0,0,1,7,1,5,1,0,4,4,2,1,2,7,2,3,1,3,0,0,0,0,0,0,0
1508,3,9,2,0,3,4,1,2,0,2,5,8,0,2,7,2,0,5,0,3,0,3,0,0,1,0,0
1509,9,10,0,2,4,2,0,5,0,0,4,9,2,0,7,2,0,8,0,5,0,0,0,0,0,0,0
1510,34,6,1,1,4,2,2,6,1,1,2,2,1,2,7,2,1,6,0,3,6,0,0,0,0,0,0
1511,14,2,0,1,6,2,0,4,0,0,4,9,0,3,6,3,4,4,0,6,0,0,0,0,0,0,0
1512,35,6,1,3,4,2,1,5,0,0,4,1,1,3,8,1,5,4,0,2,0,0,0,0,0,0,0
1513,10,1,0,0,4,3,0,2,0,8,2,9,3,3,2,7,3,6,0,3,0,0,0,0,0,0,0
1515,16,2,3,1,4,3,1,3,1,1,6,3,1,3,7,2,4,3,0,3,5,0,0,0,0,0,0
1516,33,6,2,0,3,2,1,6,0,0,5,1,0,2,7,2,1,4,0,2,5,0,0,0,0,0,0
1517,20,4,1,1,4,5,1,6,1,0,1,3,1,2,5,4,5,3,0,4,0,0,0,0,0,0,0
1518,21,4,0,1,3,5,1,5,0,0,3,9,0,0,5,4,2,4,0,8,6,0,0,0,0,0,0
1519,34,6,5,1,4,3,2,5,0,0,2,1,2,5,7,2,4,3,0,3,0,0,0,0,0,0,0
1520,9,10,2,0,0,9,0,2,0,0,7,2,2,0,9,0,0,7,0,5,0,0,0,0,0,0,0
1521,3,9,2,1,4,4,1,3,1,1,3,7,4,2,7,2,3,3,1,3,5,0,0,0,0,0,0
1522,3,9,1,0,3,5,0,2,0,3,3,6,2,3,7,2,5,4,0,3,6,0,0,0,0,0,0
1523,20,4,1,2,4,4,1,5,0,0,5,1,2,2,8,1,2,5,1,4,5,0,0,0,0,0,0
1524,34,6,2,2,3,2,2,5,0,0,3,1,3,3,7,2,3,4,0,3,5,0,0,0,0,0,0
1525,23,4,0,0,0,9,0,3,0,0,6,9,0,0,9,0,2,0,0,7,5,0,0,0,0,0,0
1526,15,2,0,2,4,2,2,4,0,0,3,3,1,2,6,3,3,3,0,6,6,0,0,0,0,0,0
1527,35,6,2,1,3,5,0,4,0,0,3,5,1,3,7,2,2,5,0,2,0,0,0,0,0,0,0
1528,35,6,1,1,7,1,1,4,0,4,5,4,2,3,7,2,0,2,0,2,0,0,0,0,0,0,0
1529,4,9,0,0,3,4,0,3,0,2,7,5,2,4,7,2,6,2,0,6,5,0,0,0,0,0,0
1530,33,6,2,4,4,1,1,6,0,0,3,0,2,4,6,3,3,4,0,2,0,0,0,0,0,0,0
1531,41,8,2,0,2,2,0,2,0,1,5,7,0,3,9,0,3,6,0,2,0,0,0,0,0,0,0
1532,3,9,1,1,1,5,0,2,0,1,7,1,1,4,8,1,5,3,0,3,6,0,0,0,0,0,0
1533,15,2,5,0,6,3,2,5,2,1,2,7,0,2,5,4,1,1,0,6,6,0,0,0,0,0,0
1534,8,10,0,1,2,4,0,1,0,0,4,1,0,6,8,1,6,2,0,4,0,0,0,0,0,0,0
1535,4,9,1,1,0,9,0,3,0,0,4,9,2,1,5,4,0,6,0,6,6,0,0,0,0,0,0
1536,4,9,0,0,5,4,3,4,0,0,4,7,4,0,5,4,0,2,3,6,6,4,0,0,1,0,0
1537,21,4,0,0,4,4,2,4,0,0,3,4,0,4,5,4,2,5,0,8,0,0,0,0,0,0,0
1538,21,4,0,0,3,5,5,2,0,0,2,9,0,0,3,6,2,0,0,8,0,0,0,0,0,0,0
1539,3,9,2,0,3,4,1,2,0,2,5,8,0,2,7,2,0,5,0,3,0,0,0,0,0,0,0
1540,21,4,2,1,3,6,2,5,0,0,3,8,0,1,5,4,0,5,0,8,0,0,0,0,0,0,0
1541,23,4,0,0,0,9,0,3,0,0,6,9,0,0,9,0,2,0,0,7,6,0,0,0,0,0,0
1542,2,8,0,0,4,3,0,7,0,0,2,0,0,0,9,0,4,5,0,1,5,0,0,0,0,0,0
1543,6,9,2,0,5,3,0,0,0,0,9,4,0,0,9,0,5,4,0,3,6,0,0,0,0,0,0
1544,6,9,0,0,5,4,0,0,0,0,5,0,0,3,7,2,0,4,0,3,0,0,0,0,0,0,0
1545,19,3,1,1,4,3,2,4,0,0,3,5,2,2,5,4,1,3,0,7,6,0,0,0,0,0,0
1546,21,4,1,1,0,9,0,5,0,0,4,6,2,1,3,6,0,0,0,8,0,0,0,0,0,0,0
1547,5,9,2,0,4,4,0,3,0,0,4,9,1,2,7,2,0,7,0,5,0,2,0,0,1,0,0
1549,22,4,1,2,2,3,1,3,0,1,3,2,0,3,8,1,5,4,0,6,7,0,0,0,0,0,0
1550,7,9,1,1,4,2,0,7,0,0,3,4,1,3,5,4,2,2,0,5,5,0,0,0,0,0,1
1551,3,9,1,2,3,5,0,1,0,0,8,4,4,0,9,0,3,2,0,3,6,0,0,0,0,0,0
1552,6,9,0,0,6,3,0,5,0,0,4,6,0,2,6,3,2,4,0,3,5,0,0,0,0,0,0
1553,34,6,2,2,4,2,2,4,1,0,2,2,1,3,8,1,4,3,0,3,0,0,0,0,0,0,0
1554,33,6,0,0,2,7,2,1,2,0,7,5,1,2,7,2,0,6,0,2,6,0,0,0,0,0,1
1555,35,6,0,2,2,5,0,1,0,0,5,1,0,5,8,1,8,1,0,2,0,0,0,0,0,0,0
1556,8,10,0,0,4,5,2,4,0,2,3,2,2,0,6,3,1,2,1,3,0,0,0,0,0,0,0
1557,11,1,1,1,3,5,2,4,1,1,3,5,2,1,4,5,2,2,1,4,6,0,0,0,0,0,0
1558,20,4,1,0,1,7,2,2,0,0,6,7,1,0,7,2,4,2,0,4,6,0,0,0,0,0,1
1559,9,10,0,1,0,9,0,4,0,0,5,7,2,2,6,3,0,4,0,5,0,0,0,0,0,0,0
1560,35,6,2,1,2,6,1,2,0,0,6,1,1,4,8,1,3,5,0,2,6,0,0,0,0,0,0
1561,21,4,1,1,3,6,3,4,0,0,5,5,1,1,4,5,0,2,0,8,0,0,0,0,0,0,0
1562,24,4,0,0,1,8,5,4,2,0,2,1,2,3,6,3,1,1,1,7,0,0,0,0,0,0,0
